,B,C,D,E
31084,194.1718173,"12,649",LLC-load-misses,-30.89%
31085,194.1718173,"68,264",LLC-store-misses,-25.57%
31086,194.1718173,"2,63,748",branch-load-misses,-30.89%
31087,194.1718173,"23,00,99,726",cycles,-36.21%
31088,194.1718173,"31,89,94,931",instructions              #    1.39  insn per cycle,-46.81%
31089,194.2470121,"2,28,443",branch-misses,-78.72%
31090,194.2470121,"5,20,840",cache-misses,-84.04%
31091,194.2470121,"1,63,66,217",L1-dcache-load-misses,-83.01%
31092,194.2470121,"5,46,860",L1-icache-load-misses,-77.70%
31093,194.2470121,"2,19,816",dTLB-load-misses,-72.38%
31094,194.2470121,"11,119",dTLB-store-misses,-68.09%
31095,194.2470121,"2,371",iTLB-load-misses,-27.62%
31096,194.2470121,"11,440",LLC-load-misses,-32.94%
31097,194.2470121,"1,89,730",LLC-store-misses,-38.25%
31098,194.2470121,"2,06,832",branch-load-misses,-48.89%
31099,194.2470121,"23,02,82,416",cycles,-59.53%
31100,194.2470121,"39,03,95,400",instructions              #    1.70  insn per cycle,-70.17%
31101,194.3222164,"2,53,753",branch-misses,-57.44%
31102,194.3222164,"6,32,976",cache-misses,-68.08%
31103,194.3222164,"1,47,80,534",L1-dcache-load-misses,-68.08%
31104,194.3222164,"6,23,577",L1-icache-load-misses,-68.09%
31105,194.3222164,"2,87,683",dTLB-load-misses,-71.24%
31106,194.3222164,"15,399",dTLB-store-misses,-76.56%
31107,194.3222164,"2,641",iTLB-load-misses,-42.55%
31108,194.3222164,"17,834",LLC-load-misses,-39.40%
31109,194.3222164,"1,78,506",LLC-store-misses,-34.08%
31110,194.3222164,"2,36,780",branch-load-misses,-39.40%
31111,194.3222164,"22,90,58,694",cycles,-44.72%
31112,194.3222164,"36,81,25,336",instructions              #    1.61  insn per cycle,-50.04%
31113,194.3974213,"1,99,653",branch-misses,-72.30%
31114,194.3974213,"6,12,726",cache-misses,-82.94%
31115,194.3974213,"1,83,39,922",L1-dcache-load-misses,-84.04%
31116,194.3974213,"5,72,266",L1-icache-load-misses,-84.04%
31117,194.3974213,"1,68,883",dTLB-load-misses,-80.89%
31118,194.3974213,"12,129",dTLB-store-misses,-75.58%
31119,194.3974213,479,iTLB-load-misses,-21.28%
31120,194.3974213,"41,749",LLC-load-misses,-24.42%
31121,194.3974213,"92,049",LLC-store-misses,-29.74%
31122,194.3974213,"2,13,756",branch-load-misses,-40.37%
31123,194.3974213,"22,93,42,000",cycles,-51.01%
31124,194.3974213,"35,25,19,007",instructions              #    1.54  insn per cycle,-61.65%
31125,194.4726271,"1,91,515",branch-misses,-63.87%
31126,194.4726271,"4,90,071",cache-misses,-69.19%
31127,194.4726271,"1,82,55,617",L1-dcache-load-misses,-68.09%
31128,194.4726271,"4,70,326",L1-icache-load-misses,-68.09%
31129,194.4726271,"1,67,271",dTLB-load-misses,-68.09%
31130,194.4726271,"12,878",dTLB-store-misses,-68.09%
31131,194.4726271,"2,505",iTLB-load-misses,-42.55%
31132,194.4726271,"10,649",LLC-load-misses,-42.55%
31133,194.4726271,"1,39,311",LLC-store-misses,-42.55%
31134,194.4726271,"1,83,143",branch-load-misses,-47.93%
31135,194.4726271,"23,03,24,994",cycles,-53.24%
31136,194.4726271,"40,67,58,552",instructions              #    1.77  insn per cycle,-58.56%
31137,194.5478417,"2,17,114",branch-misses,-63.77%
31138,194.5478417,"5,90,355",cache-misses,-74.40%
31139,194.5478417,"1,50,46,179",L1-dcache-load-misses,-79.72%
31140,194.5478417,"5,11,218",L1-icache-load-misses,-84.05%
31141,194.5478417,"2,16,078",dTLB-load-misses,-84.05%
31142,194.5478417,"13,161",dTLB-store-misses,-84.05%
31143,194.5478417,"1,909",iTLB-load-misses,-25.60%
31144,194.5478417,"32,393",LLC-load-misses,-21.27%
31145,194.5478417,"1,14,064",LLC-store-misses,-21.27%
31146,194.5478417,"2,30,420",branch-load-misses,-31.84%
31147,194.5478417,"22,71,34,977",cycles,-42.48%
31148,194.5478417,"36,06,23,223",instructions              #    1.59  insn per cycle,-53.11%
31149,194.6230427,"2,34,070",branch-misses,-72.40%
31150,194.6230427,"5,56,472",cache-misses,-77.72%
31151,194.6230427,"1,53,61,833",L1-dcache-load-misses,-72.40%
31152,194.6230427,"7,72,694",L1-icache-load-misses,-68.09%
31153,194.6230427,"2,36,277",dTLB-load-misses,-68.09%
31154,194.6230427,"16,313",dTLB-store-misses,-68.09%
31155,194.6230427,"3,434",iTLB-load-misses,-38.22%
31156,194.6230427,"20,972",LLC-load-misses,-42.55%
31157,194.6230427,"1,13,534",LLC-store-misses,-42.55%
31158,194.6230427,"2,33,454",branch-load-misses,-53.19%
31159,194.6230427,"22,97,93,734",cycles,-61.78%
31160,194.6230427,"34,68,74,305",instructions              #    1.51  insn per cycle,-67.10%
31161,194.6982382,"2,12,019",branch-misses,-57.44%
31162,194.6982382,"6,93,323",cache-misses,-68.08%
31163,194.6982382,"1,68,52,694",L1-dcache-load-misses,-71.21%
31164,194.6982382,"6,06,147",L1-icache-load-misses,-76.53%
31165,194.6982382,"1,55,351",dTLB-load-misses,-81.85%
31166,194.6982382,"10,249",dTLB-store-misses,-84.04%
31167,194.6982382,"1,603",iTLB-load-misses,-34.12%
31168,194.6982382,"41,239",LLC-load-misses,-28.80%
31169,194.6982382,"1,35,589",LLC-store-misses,-23.48%
31170,194.6982382,"2,20,541",branch-load-misses,-28.80%
31171,194.6982382,"22,86,80,129",cycles,-36.16%
31172,194.6982382,"37,07,64,212",instructions              #    1.62  insn per cycle,-46.80%
31173,194.7734366,"2,34,759",branch-misses,-78.72%
31174,194.7734366,"4,31,459",cache-misses,-84.04%
31175,194.7734366,"1,50,65,256",L1-dcache-load-misses,-80.91%
31176,194.7734366,"6,47,450",L1-icache-load-misses,-75.60%
31177,194.7734366,"2,50,750",dTLB-load-misses,-70.28%
31178,194.7734366,"13,952",dTLB-store-misses,-68.09%
31179,194.7734366,"6,036",iTLB-load-misses,-29.72%
31180,194.7734366,"16,722",LLC-load-misses,-35.04%
31181,194.7734366,"64,457",LLC-store-misses,-40.35%
31182,194.7734366,"2,41,549",branch-load-misses,-50.99%
31183,194.7734366,"23,01,05,910",cycles,-61.62%
31184,194.7734366,"33,70,05,520",instructions              #    1.46  insn per cycle,-72.26%
31185,194.8486317,"2,19,382",branch-misses,-57.44%
31186,194.8486317,"5,57,696",cache-misses,-68.08%
31187,194.8486317,"1,54,33,531",L1-dcache-load-misses,-68.08%
31188,194.8486317,"6,37,047",L1-icache-load-misses,-68.08%
31189,194.8486317,"2,35,778",dTLB-load-misses,-73.34%
31190,194.8486317,"12,724",dTLB-store-misses,-78.66%
31191,194.8486317,"3,668",iTLB-load-misses,-42.55%
31192,194.8486317,"10,168",LLC-load-misses,-37.30%
31193,194.8486317,"1,84,379",LLC-store-misses,-31.98%
31194,194.8486317,"2,07,429",branch-load-misses,-37.30%
31195,194.8486317,"23,08,34,532",cycles,-42.62%
31196,194.8486317,"38,55,52,818",instructions              #    1.67  insn per cycle,-47.94%
31197,194.9238459,"2,53,820",branch-misses,-74.40%
31198,194.9238459,"2,94,306",cache-misses,-84.04%
31199,194.9238459,"1,55,93,599",L1-dcache-load-misses,-84.04%
31200,194.9238459,"8,06,920",L1-icache-load-misses,-84.04%
31201,194.9238459,"2,68,337",dTLB-load-misses,-78.79%
31202,194.9238459,"13,079",dTLB-store-misses,-73.48%
31203,194.9238459,"1,574",iTLB-load-misses,-21.27%
31204,194.9238459,"29,832",LLC-load-misses,-26.52%
31205,194.9238459,"57,347",LLC-store-misses,-31.84%
31206,194.9238459,"2,53,513",branch-load-misses,-42.48%
31207,194.9238459,"22,86,76,016",cycles,-53.11%
31208,194.9238459,"29,94,80,100",instructions              #    1.31  insn per cycle,-63.75%
31209,194.9990396,"1,71,044",branch-misses,-61.76%
31210,194.9990396,"8,41,794",cache-misses,-68.08%
31211,194.9990396,"1,83,01,766",L1-dcache-load-misses,-68.08%
31212,194.9990396,"6,34,490",L1-icache-load-misses,-68.08%
31213,194.9990396,"1,07,162",dTLB-load-misses,-68.08%
31214,194.9990396,"13,522",dTLB-store-misses,-70.14%
31215,194.9990396,"1,771",iTLB-load-misses,-42.56%
31216,194.9990396,"25,930",LLC-load-misses,-42.56%
31217,194.9990396,"1,15,990",LLC-store-misses,-40.50%
31218,194.9990396,"1,89,448",branch-load-misses,-45.82%
31219,194.9990396,"23,05,91,461",cycles,-51.14%
31220,194.9990396,"41,48,62,030",instructions              #    1.80  insn per cycle,-56.46%
31221,195.0742512,"2,46,841",branch-misses,-65.88%
31222,195.0742512,"3,51,576",cache-misses,-76.52%
31223,195.0742512,"1,52,10,837",L1-dcache-load-misses,-81.84%
31224,195.0742512,"7,08,450",L1-icache-load-misses,-84.04%
31225,195.0742512,"2,33,480",dTLB-load-misses,-84.04%
31226,195.0742512,"12,943",dTLB-store-misses,-81.99%
31227,195.0742512,600,iTLB-load-misses,-23.49%
31228,195.0742512,"48,838",LLC-load-misses,-21.27%
31229,195.0742512,"4,527",LLC-store-misses,-23.32%
31230,195.0742512,"2,53,263",branch-load-misses,-33.96%
31231,195.0742512,"22,67,99,624",cycles,-44.59%
31232,195.0742512,"28,15,37,840",instructions              #    1.24  insn per cycle,-55.23%
31233,195.1494224,"2,33,761",branch-misses,-70.28%
31234,195.1494224,"5,65,357",cache-misses,-75.60%
31235,195.1494224,"1,50,96,341",L1-dcache-load-misses,-70.28%
31236,195.1494224,"6,41,755",L1-icache-load-misses,-68.07%
31237,195.1494224,"1,90,923",dTLB-load-misses,-68.08%
31238,195.1494224,"13,911",dTLB-store-misses,-68.08%
31239,195.1494224,"1,895",iTLB-load-misses,-40.35%
31240,195.1494224,"20,455",LLC-load-misses,-42.57%
31241,195.1494224,"94,305",LLC-store-misses,-42.56%
31242,195.1494224,"2,40,211",branch-load-misses,-53.21%
31243,195.1494224,"22,80,02,106",cycles,-59.65%
31244,195.1494224,"32,91,70,377",instructions              #    1.44  insn per cycle,-64.97%
31245,195.2246323,"1,97,445",branch-misses,-57.43%
31246,195.2246323,"7,88,371",cache-misses,-68.07%
31247,195.2246323,"1,63,64,629",L1-dcache-load-misses,-73.35%
31248,195.2246323,"7,50,343",L1-icache-load-misses,-78.67%
31249,195.2246323,"1,64,268",dTLB-load-misses,-84.00%
31250,195.2246323,"16,507",dTLB-store-misses,-84.04%
31251,195.2246323,"3,042",iTLB-load-misses,-31.98%
31252,195.2246323,"14,070",LLC-load-misses,-26.66%
31253,195.2246323,"1,40,995",LLC-store-misses,-21.33%
31254,195.2246323,"2,16,269",branch-load-misses,-26.65%
31255,195.2246323,"23,20,16,183",cycles,-36.16%
31256,195.2246323,"40,29,99,377",instructions              #    1.74  insn per cycle,-46.80%
31257,195.2998372,"2,16,173",branch-misses,-78.72%
31258,195.2998372,"4,99,724",cache-misses,-84.04%
31259,195.2998372,"1,66,53,092",L1-dcache-load-misses,-78.78%
31260,195.2998372,"3,82,785",L1-icache-load-misses,-73.46%
31261,195.2998372,"2,29,453",dTLB-load-misses,-68.15%
31262,195.2998372,"13,066",dTLB-store-misses,-68.09%
31263,195.2998372,"1,356",iTLB-load-misses,-31.85%
31264,195.2998372,"29,100",LLC-load-misses,-37.17%
31265,195.2998372,"70,371",LLC-store-misses,-42.48%
31266,195.2998372,"2,10,247",branch-load-misses,-53.12%
31267,195.2998372,"22,69,15,204",cycles,-63.75%
31268,195.2998372,"34,18,41,995",instructions              #    1.51  insn per cycle,-73.40%
31269,195.3750122,"2,36,968",branch-misses,-57.43%
31270,195.3750122,"5,54,577",cache-misses,-68.07%
31271,195.3750122,"1,56,89,249",L1-dcache-load-misses,-68.07%
31272,195.3750122,"6,43,816",L1-icache-load-misses,-70.16%
31273,195.3750122,"1,81,969",dTLB-load-misses,-75.48%
31274,195.3750122,"11,177",dTLB-store-misses,-80.81%
31275,195.3750122,"3,665",iTLB-load-misses,-40.48%
31276,195.3750122,"28,801",LLC-load-misses,-35.16%
31277,195.3750122,"38,174",LLC-store-misses,-29.84%
31278,195.3750122,"2,45,139",branch-load-misses,-35.16%
31279,195.3750122,"22,94,41,489",cycles,-40.48%
31280,195.3750122,"28,83,56,975",instructions              #    1.26  insn per cycle,-46.79%
31281,195.4501977,"3,02,928",branch-misses,-76.58%
31282,195.4501977,"3,31,925",cache-misses,-84.03%
31283,195.4501977,"1,54,36,482",L1-dcache-load-misses,-84.03%
31284,195.4501977,"7,41,265",L1-icache-load-misses,-81.95%
31285,195.4501977,"2,77,187",dTLB-load-misses,-76.63%
31286,195.4501977,"12,347",dTLB-store-misses,-71.33%
31287,195.4501977,"4,390",iTLB-load-misses,-23.37%
31288,195.4501977,"6,329",LLC-load-misses,-28.69%
31289,195.4501977,"66,366",LLC-store-misses,-33.99%
31290,195.4501977,"3,11,138",branch-load-misses,-44.63%
31291,195.4501977,"23,00,71,547",cycles,-55.27%
31292,195.4501977,"31,60,14,019",instructions              #    1.37  insn per cycle,-65.92%
31293,195.5253746,"2,84,209",branch-misses,-59.57%
31294,195.5253746,"2,91,734",cache-misses,-68.07%
31295,195.5253746,"1,58,24,098",L1-dcache-load-misses,-68.07%
31296,195.5253746,"7,64,738",L1-icache-load-misses,-68.08%
31297,195.5253746,"2,82,544",dTLB-load-misses,-68.08%
31298,195.5253746,"12,798",dTLB-store-misses,-72.35%
31299,195.5253746,"5,208",iTLB-load-misses,-42.57%
31300,195.5253746,"9,289",LLC-load-misses,-42.56%
31301,195.5253746,"45,175",LLC-store-misses,-38.30%
31302,195.5253746,"2,93,446",branch-load-misses,-43.62%
31303,195.5253746,"23,10,21,016",cycles,-48.94%
31304,195.5253746,"28,63,05,231",instructions              #    1.24  insn per cycle,-54.26%
31306,195.6005524,"2,77,678",branch-misses,-68.11%
31307,195.6005524,"2,83,013",cache-misses,-78.75%
31308,195.6005524,"1,55,97,162",L1-dcache-load-misses,-84.04%
31309,195.6005524,"7,46,250",L1-icache-load-misses,-84.04%
31310,195.6005524,"2,83,416",dTLB-load-misses,-84.04%
31311,195.6005524,"12,099",dTLB-store-misses,-79.78%
31312,195.6005524,"4,167",iTLB-load-misses,-21.28%
31313,195.6005524,"7,997",LLC-load-misses,-21.28%
31314,195.6005524,"32,944",LLC-store-misses,-25.54%
31315,195.6005524,"2,89,347",branch-load-misses,-36.18%
31316,195.6005524,"23,18,26,424",cycles,-46.82%
31317,195.6005524,"31,22,45,745",instructions              #    1.35  insn per cycle,-57.46%
31318,195.6757835,"2,36,811",branch-misses,-68.05%
31319,195.6757835,"6,70,963",cache-misses,-73.37%
31320,195.6757835,"1,67,44,654",L1-dcache-load-misses,-68.09%
31321,195.6757835,"6,99,086",L1-icache-load-misses,-68.09%
31322,195.6757835,"1,55,888",dTLB-load-misses,-68.10%
31323,195.6757835,"12,886",dTLB-store-misses,-68.10%
31324,195.6757835,"3,652",iTLB-load-misses,-42.54%
31325,195.6757835,"30,117",LLC-load-misses,-42.54%
31326,195.6757835,"52,151",LLC-store-misses,-42.54%
31327,195.6757835,"2,60,496",branch-load-misses,-52.12%
31328,195.6757835,"22,92,97,456",cycles,-57.43%
31329,195.6757835,"33,45,58,196",instructions              #    1.46  insn per cycle,-62.75%
31330,195.750996,"2,92,880",branch-misses,-59.58%
31331,195.750996,"2,79,661",cache-misses,-70.21%
31332,195.750996,"1,54,53,167",L1-dcache-load-misses,-75.53%
31333,195.750996,"9,27,227",L1-icache-load-misses,-80.85%
31334,195.750996,"2,67,176",dTLB-load-misses,-84.04%
31335,195.750996,"13,496",dTLB-store-misses,-84.05%
31336,195.750996,"1,916",iTLB-load-misses,-29.80%
31337,195.750996,"22,679",LLC-load-misses,-24.48%
31338,195.750996,"60,202",LLC-store-misses,-21.27%
31339,195.750996,"2,96,614",branch-load-misses,-27.66%
31340,195.750996,"22,76,38,897",cycles,-38.28%
31341,195.750996,"27,85,52,824",instructions              #    1.22  insn per cycle,-48.92%
31342,195.8261899,"2,69,355",branch-misses,-76.59%
31343,195.8261899,"4,19,313",cache-misses,-81.91%
31344,195.8261899,"1,49,93,445",L1-dcache-load-misses,-76.60%
31345,195.8261899,"7,88,382",L1-icache-load-misses,-71.28%
31346,195.8261899,"1,84,793",dTLB-load-misses,-68.08%
31347,195.8261899,"10,662",dTLB-store-misses,-68.09%
31348,195.8261899,"3,038",iTLB-load-misses,-34.03%
31349,195.8261899,"25,896",LLC-load-misses,-39.35%
31350,195.8261899,"57,124",LLC-store-misses,-42.55%
31351,195.8261899,"2,72,084",branch-load-misses,-53.19%
31352,195.8261899,"22,93,31,521",cycles,-63.83%
31353,195.8261899,"32,53,22,708",instructions              #    1.42  insn per cycle,-71.29%
31354,195.9013887,"2,62,267",branch-misses,-57.44%
31355,195.9013887,"2,44,516",cache-misses,-68.08%
31356,195.9013887,"1,57,43,441",L1-dcache-load-misses,-68.08%
31357,195.9013887,"8,67,425",L1-icache-load-misses,-72.34%
31358,195.9013887,"3,02,149",dTLB-load-misses,-77.66%
31359,195.9013887,"12,986",dTLB-store-misses,-82.98%
31360,195.9013887,"2,702",iTLB-load-misses,-38.30%
31361,195.9013887,"13,527",LLC-load-misses,-32.98%
31362,195.9013887,"39,292",LLC-store-misses,-27.66%
31363,195.9013887,"2,73,365",branch-load-misses,-32.98%
31364,195.9013887,"23,05,72,299",cycles,-38.31%
31365,195.9013887,"29,28,00,279",instructions              #    1.27  insn per cycle,-46.80%
31366,195.9765814,"2,44,281",branch-misses,-78.72%
31367,195.9765814,"2,96,702",cache-misses,-84.04%
31368,195.9765814,"1,57,37,324",L1-dcache-load-misses,-84.04%
31369,195.9765814,"8,34,804",L1-icache-load-misses,-79.78%
31370,195.9765814,"2,99,718",dTLB-load-misses,-74.47%
31371,195.9765814,"14,403",dTLB-store-misses,-69.15%
31372,195.9765814,"5,009",iTLB-load-misses,-25.53%
31373,195.9765814,"13,365",LLC-load-misses,-30.85%
31374,195.9765814,"38,065",LLC-store-misses,-36.16%
31375,195.9765814,"2,50,039",branch-load-misses,-46.80%
31376,195.9765814,"23,07,98,430",cycles,-57.44%
31377,195.9765814,"29,92,11,151",instructions              #    1.30  insn per cycle,-68.08%
31378,196.0518041,"2,48,466",branch-misses,-57.45%
31379,196.0518041,"3,15,531",cache-misses,-68.09%
31380,196.0518041,"1,54,50,376",L1-dcache-load-misses,-68.09%
31381,196.0518041,"6,61,132",L1-icache-load-misses,-68.09%
31382,196.0518041,"2,93,932",dTLB-load-misses,-69.14%
31383,196.0518041,"13,000",dTLB-store-misses,-74.46%
31384,196.0518041,"2,620",iTLB-load-misses,-42.54%
31385,196.0518041,"26,293",LLC-load-misses,-41.50%
31386,196.0518041,"65,929",LLC-store-misses,-36.19%
31387,196.0518041,"2,45,663",branch-load-misses,-41.50%
31388,196.0518041,"22,84,59,937",cycles,-46.82%
31389,196.0518041,"30,57,51,741",instructions              #    1.34  insn per cycle,-52.14%
31390,196.1269638,"2,17,897",branch-misses,-70.23%
31391,196.1269638,"7,04,642",cache-misses,-80.88%
31392,196.1269638,"1,63,23,704",L1-dcache-load-misses,-84.03%
31393,196.1269638,"6,55,182",L1-icache-load-misses,-84.03%
31394,196.1269638,"1,39,491",dTLB-load-misses,-82.99%
31395,196.1269638,"11,579",dTLB-store-misses,-77.67%
31396,196.1269638,"2,865",iTLB-load-misses,-21.29%
31397,196.1269638,"43,229",LLC-load-misses,-22.33%
31398,196.1269638,"85,381",LLC-store-misses,-27.65%
31399,196.1269638,"2,50,790",branch-load-misses,-38.29%
31400,196.1269638,"22,87,25,888",cycles,-48.93%
31401,196.1269638,"36,02,51,043",instructions              #    1.58  insn per cycle,-59.57%
31402,196.2021531,"2,54,068",branch-misses,-65.91%
31403,196.2021531,"3,20,967",cache-misses,-71.23%
31404,196.2021531,"1,53,63,152",L1-dcache-load-misses,-68.08%
31405,196.2021531,"7,81,684",L1-icache-load-misses,-68.08%
31406,196.2021531,"2,69,369",dTLB-load-misses,-68.08%
31407,196.2021531,"11,867",dTLB-store-misses,-68.09%
31408,196.2021531,"4,621",iTLB-load-misses,-42.56%
31409,196.2021531,"14,556",LLC-load-misses,-42.56%
31410,196.2021531,"19,247",LLC-store-misses,-42.56%
31411,196.2021531,"2,55,806",branch-load-misses,-49.96%
31412,196.2021531,"23,03,87,246",cycles,-55.28%
31413,196.2021531,"28,40,94,069",instructions              #    1.23  insn per cycle,-60.60%
31414,196.2773532,"2,48,066",branch-misses,-61.76%
31415,196.2773532,"3,10,618",cache-misses,-72.39%
31416,196.2773532,"1,56,18,025",L1-dcache-load-misses,-77.71%
31417,196.2773532,"7,87,941",L1-icache-load-misses,-83.03%
31418,196.2773532,"2,17,916",dTLB-load-misses,-84.04%
31419,196.2773532,"11,918",dTLB-store-misses,-84.04%
31420,196.2773532,"1,604",iTLB-load-misses,-27.62%
31421,196.2773532,"24,778",LLC-load-misses,-22.30%
31422,196.2773532,"31,954",LLC-store-misses,-21.28%
31423,196.2773532,"2,56,930",branch-load-misses,-29.83%
31424,196.2773532,"23,07,38,540",cycles,-40.46%
31425,196.2773532,"29,46,31,954",instructions              #    1.28  insn per cycle,-51.10%
31426,196.3525212,"2,22,485",branch-misses,-74.40%
31427,196.3525212,"5,84,003",cache-misses,-79.72%
31428,196.3525212,"1,52,04,841",L1-dcache-load-misses,-74.40%
31429,196.3525212,"6,42,876",L1-icache-load-misses,-69.09%
31430,196.3525212,"1,98,378",dTLB-load-misses,-68.08%
